Date,Month,DateSeasonStream,7DayDischargeSeason,MonthYear,StartTime,EndTime,StartTimeEpoch,EndTimeEpoch,Collector,SampleLabel,BottleNumber,SampleID,Site,SampleDepth,SampleName,vvhA,TotalN,TotalP,Phosphate,Si,N+N,Ammonia,DOC,TDN,LabChla,POC,PON,FCM,LabSalinity,LabpH,Conductivity,Density,Salinity,Temperature,TurbidityNTU,Chlorophyll,O2Saturation,O2Concentration,Depth,Latitude,Longitude,Distance,M:C,BIX,HIX,FI,UVHumic-like,MarineHumic-like,VisibleHumic-like,Tryptophan-like,Tyrosine-like,Phenylalanine-like,FulvicAcid-like,OpticalBrighteners,DieselBandII,Petroleum-like,Lignin-like,TideDirection,TideType,SamplingDirection,NOAAWaterLevelMLLW
10/21/18,October,Dry,Rainy,October 2018,10:06:00 AM,10:09:00 AM,1540152360,1540152540,Bullington,S5-M,14,83,Site 09,Middle,83-Oct-S9-M,4.264603081,33.72301457,0.94922518,0.339654528,84.05940488,9.028744381,4.333981734,114.1548709,24.36117059,3.05,833,60.14285714,1723.39,NA,NA,44.44387293,1016.704693,27.20028729,27.48569061,2.200607914,1.85852518,60.76661151,4.792632863,0.45630695,21.28886416,-157.8352199,2441.944261,1.127980746,0.61730011,5.764248576,1.498817672,0.158526657,0.158276708,0.140318625,0.068932735,0.058816466,0.023283102,0.072210043,0.109634302,0.057610197,0.173454462,0.108204186,Flood,HL,Back-Offshore,0.337
10/21/18,October,Dry,Rainy,October 2018,10:13:00 AM,10:15:00 AM,1540152780,1540152900,Bullington,S5-S,15,84,Site 09,Surface,84-Oct-S9-S,15.85682673,53.0910382,1.021942871,0.728576508,195.7356796,38.16462731,8.70502851,136.5528726,40.56388294,1.075,496.7142857,50.85714286,2629.68,NA,NA,29.52586364,1009.779145,17.61574091,26.67155455,2.273071154,1.219191346,69.8902766,5.586474213,0.217662784,21.28886456,-157.8352056,2440.427548,1.189819051,0.601239211,6.467532043,1.461321047,0.223770437,0.226938444,0.190733577,0.085917884,0.061790604,0.042406323,0.095186207,0.148032,0.07128955,0.24100996,0.160854317,Flood,HL,Back-Offshore,0.338
10/21/18,October,Dry,Rainy,October 2018,10:26:00 AM,10:28:00 AM,1540153560,1540153680,Bullington,S6-B,16,85,Site 11,Bottom,85-Oct-S11-B,1.114797041,6.139644438,0.203857514,0.171397173,18.13662697,1.29825141,0.76306814,74.42964197,6.858672377,3.7,213.7142857,30.14285714,511.58,NA,NA,53.40034298,1021.312781,33.35842149,27.52937603,2.079002,1.891351,84.16926596,6.635562213,2.184475836,21.28777696,-157.8406866,3020.115666,1.123247542,0.689491533,2.571937074,1.538661261,0.036570245,0.037706997,0.033569624,0.025222058,0.033634203,0.029188602,0.017961773,0.027001343,0.01453479,0.040873731,0.045284957,Flood,HL,Back-Offshore,0.3625
10/21/18,October,Dry,Rainy,October 2018,10:32:00 AM,10:34:00 AM,1540153920,1540154040,Bullington,S6-M,17,86,Site 11,Middle,86-Oct-S11-M,9.817176103,31.96078941,0.727740027,0.270301469,98.56964533,8.809735323,3.042703041,109.6586178,26.43825839,2.05,467.4285714,35.71428571,1471.06,NA,NA,39.93823967,1014.799992,24.44239256,26.96748347,2.125118,1.081861,70.91293548,5.647787011,0.529759027,21.2877953,-157.8406696,3018.028744,1.137431912,0.613919664,5.396199194,1.490849081,0.148564619,0.149000741,0.130997504,0.064655821,0.054689069,0.033454814,0.06530888,0.101435625,0.049110091,0.16233629,0.118420366,Flood,HL,Back-Offshore,0.374
10/21/18,October,Dry,Rainy,October 2018,10:37:00 AM,10:39:00 AM,1540154220,1540154340,Bullington,S6-S,18,87,Site 11,Surface,87-Oct-S11-S,27.07472676,47.36791971,0.896891962,0.240565537,129.4091874,11.1407131,4.556304598,136.2198168,38.30835118,2.05,280.2857143,35.71428571,2461.51,NA,NA,31.50581818,1010.542471,18.76889256,27.00186364,2.212729703,0.9559,72.74455319,5.789638468,0.170197591,21.28779246,-157.8406285,3013.884958,1.156658649,0.59669609,5.953657564,1.460620465,0.214095684,0.213172212,0.18430002,0.090050353,0.072205715,0.041418852,0.090965722,0.142251751,0.067764393,0.230327104,0.159238547,Flood,HL,Back-Offshore,0.381
10/21/18,October,Dry,Rainy,October 2018,10:49:00 AM,10:52:00 AM,1540154940,1540155120,Bullington,S7-B,19,88,Site 13,Bottom,88-Oct-S13-B,111.1000216,8.163389014,0.198919726,0.128086142,12.15602317,2.014204786,0.426045817,71.38218152,6.03283369,2.05,609.2857143,20.71428571,335.204082,NA,NA,53.66219337,1021.28292,33.40256906,27.72519613,1.283631373,0.310803922,106.9236187,8.39809036,2.0287454,21.28480801,-157.8448959,3533.879259,1.2499642,0.752102676,2.036143221,1.538343986,0.025367633,0.02855072,0.02284123,0.019594101,0.021361389,0.024324192,0.011832414,0.017532005,0.009120419,0.027198113,0.027455995,Flood,HL,Back-Offshore,0.400666667
10/21/18,October,Dry,Rainy,October 2018,10:55:00 AM,10:57:00 AM,1540155300,1540155420,Bullington,S7-M,20,89,Site 13,Middle,89-Oct-S13-M,3.022778559,18.54016748,0.506646884,0.25806541,49.59347627,6.207518448,1.50012336,88.17651957,14.4468237,2.05,397.5714286,20.71428571,678.24,NA,NA,48.62518696,1018.712339,29.95190435,27.66109565,1.309526471,0.486609804,92.76888298,7.296553191,0.444494864,21.2844909,-157.8449679,3554.388738,1.138724815,0.638499199,4.01690204,1.463444659,0.085374474,0.086248691,0.07574147,0.043330845,0.046045907,0.041066886,0.038006764,0.058569059,0.028455477,0.093620017,0.074923241,Flood,HL,Back-Offshore,0.401666667
10/21/18,October,Dry,Rainy,October 2018,11:00:00 AM,11:03:00 AM,1540155600,1540155780,Bullington,S7-S,21,90,Site 13,Surface,90-Oct-S13-S,5.983145369,20.58729293,0.518407158,0.241996925,55.75950695,6.606698838,1.765576456,89.25895087,16.21698787,1.725,312.2857143,24.42857143,845.84,NA,NA,46.21381768,1017.537196,28.34934807,27.57641436,1.247548387,0.487590968,87.42956835,6.886167712,0.255311925,21.28385467,-157.8450972,3596.080075,1.142845797,0.628034798,4.115301509,1.501366577,0.092301568,0.092935687,0.081319533,0.045629182,0.052759405,0.043125119,0.040780081,0.063215016,0.030195363,0.102752041,0.088079415,Flood,HL,Back-Offshore,0.4135
11/29/18,November,Rainy,Rainy,November 2018,9:27:01 AM,9:27:56 AM,1543519621,1543519676,Bullington,S1-B,1,102,Site 17,Bottom,102-Nov-S17-B,,6.12167855,0.240137897,0.080065382,1.905906703,1.084867126,0.212618562,74.01332223,4.677373305,0.064285714,132.8717949,10.82051282,200.918367,56.8,8.19,53.21598913,1022.539348,34.34473913,25.99925,0.145429545,0.190575,98.50011628,7.983072,11.59853406,21.277492,-157.846181,4106.246925,1.768266491,0.960402126,0.548483023,1.606890228,0.008555547,0.013512089,0.007641433,0.026168856,0.068658802,0.040680701,0.003954376,0.006355759,0.003388814,0.008438049,0.0362031,Ebb,HH,Offshore-Back,0.5865
11/29/18,November,Rainy,Rainy,November 2018,9:32:49 AM,9:33:40 AM,1543519969,1543520020,Bullington,S1-M,2,103,Site 17,Middle,103-Nov-S17-M,0,6.169725361,0.269096282,0.090269794,4.288290082,1.17736341,0.201431659,72.14820983,5.338329764,0.045185185,154.2285714,10.51428571,246.9,55.8,8.15,52.79180769,1022.430144,34.14205769,25.85824038,0.189882051,0.147682051,95.84305,7.7845752,0.85615393,21.277492,-157.846181,4106.246925,1.367379725,0.894034096,0.758248802,1.61810449,0.010187413,0.012987729,0.009498261,0.018426202,0.057123313,0.019268417,0.005635187,0.008040068,0.00436553,0.012688012,0.01888529,Ebb,HH,Offshore-Back,0.585208333
11/29/18,November,Rainy,Rainy,November 2018,9:38:21 AM,9:39:09 AM,1543520301,1543520349,Bullington,S1-S,3,104,Site 17,Surface,104-Nov-S17-S,0,7.599975977,0.358926373,0.16105424,11.82507139,2.169198559,0.515608438,74.97918401,5.716630978,0.038,194.1176471,9.294117647,269.8,50.8,8.07,51.72887755,1021.977255,33.4802449,25.70813265,0.283072973,0.141275676,82.0995,6.688206316,0.319990269,21.27750735,-157.8462584,4111.282371,1.148758427,0.808357939,0.87037885,1.553843618,0.019622992,0.022244057,0.019363563,0.024645293,0.110663692,0.022673584,0.009475309,0.015471424,0.007455832,0.022015913,0.027801544,Ebb,HH,Offshore-Back,0.585666667
11/29/18,November,Rainy,Rainy,November 2018,10:08:54 AM,10:09:49 AM,1543522134,1543522189,Bullington,S2-B,4,105,Site 13,Bottom,105-Nov-S13-B,0,6.734275394,0.352031519,0.133904042,2.736806916,1.067635675,0.720207473,61.89009159,4.880085653,0.107307692,179.2941176,17.05882353,277.204082,52.6,8.1,53.17499107,1022.515223,34.3135625,26.00102679,1.407612195,0.891563415,83.08981395,6.733197395,6.817783078,21.28505162,-157.8447563,3510.475195,1.188394302,0.854389723,1.234720352,1.68960735,0.017208449,0.01968196,0.01656181,0.022188542,0.062523051,0.009382072,0.008103071,0.014042686,0.006695088,0.017915241,0.021854886,Ebb,HH,Offshore-Back,0.575166667
11/29/18,November,Rainy,Rainy,November 2018,10:13:17 AM,10:14:12 AM,1543522397,1543522452,Bullington,S2-M,5,106,Site 13,Middle,106-Nov-S13-M,0,6.621880175,0.253730608,0.100982117,7.783234764,1.510921436,0.313705042,85.17901749,5.36331192,0.049333333,146.9411765,10.82352941,310.612245,52,7.94,52.13558036,1022.222688,33.79523214,25.68252679,0.545672727,0.222475,74.94906977,6.10776186,1.753776794,21.28505162,-157.8447563,3510.475195,1.239573675,0.90778742,0.939792152,1.591448234,0.022738697,0.026563789,0.021429779,0.034819407,0.086724684,0.041426808,0.010148203,0.017814112,0.008235524,0.024906859,0.063253129,Ebb,HH,Offshore-Back,0.574958333
11/29/18,November,Rainy,Rainy,November 2018,10:17:46 AM,10:18:33 AM,1543522666,1543522713,Bullington,S2-S,6,107,Site 13,Surface,107-Nov-S13-S,0.866496814,12.13267784,0.516129032,0.234285899,27.97129333,3.28701079,1.116803428,80.94920899,9.71448965,0.244642857,187.15,16.45,445.632653,49.9,7.96,50.89813542,1021.40051,32.77397917,25.8521875,0.495223684,0.375418421,78.17375676,6.350748541,0.234384253,21.28505162,-157.8447563,3510.475195,1.182713105,0.747987813,1.675601767,1.517121423,0.036824774,0.040021536,0.033838753,0.032127518,0.084044234,0.028829256,0.016555444,0.027808488,0.012992754,0.039874933,0.041918902,Ebb,HH,Offshore-Back,0.570291667
11/29/18,November,Rainy,Rainy,November 2018,10:49:17 AM,10:50:16 AM,1543524557,1543524616,Bullington,S3-B,7,108,Site 11,Bottom,108-Nov-S11-B,0.291637026,7.671188215,0.456045309,0.189404958,5.14970358,0.560959604,1.839841323,90.17485429,7.173447537,0.302333333,244.5,22.13636364,320.938776,52.6,8.08,53.25789167,1022.40635,34.24193333,26.17720833,3.828204255,0.823057447,82.07848936,6.630826894,4.00302413,21.28770553,-157.8407364,3026.64877,1.085739197,0.728419795,1.138744181,1.620075217,0.023469425,0.024766811,0.022811013,0.025495295,0.086727925,0.020528363,0.0116198,0.01767693,0.009733443,0.025659038,0.044270292,Ebb,HH,Offshore-Back,0.563375
11/29/18,November,Rainy,Rainy,November 2018,10:55:05 AM,10:56:05 AM,1543524905,1543524965,Bullington,S3-M,8,109,Site 11,Middle,109-Nov-S11-M,2.758436497,12.08377305,0.590002462,0.288863339,39.07812895,3.687084001,2.092085785,90.59117402,10.6566738,0.167,209.2093023,20.23255814,570.081633,49.9,8,49.76096721,1020.402303,31.63739344,26.31245902,0.997615217,0.631830435,73.59178723,5.936511319,0.571606308,21.28770553,-157.8407364,3026.64877,1.166746087,0.718601091,1.819317946,1.52875123,0.040994323,0.043757623,0.037503981,0.031757363,0.087941199,0.022373646,0.01868495,0.030802654,0.015061745,0.044718364,0.040193112,Ebb,HH,Offshore-Back,0.554958333
11/29/18,November,Rainy,Rainy,November 2018,11:00:07 AM,11:00:58 AM,1543525207,1543525258,Bullington,S3-S,9,110,Site 11,Surface,110-Nov-S11-S,3.576848718,26.60763773,0.803939916,0.38213443,89.17390083,9.631755867,4.028026655,126.8109908,22.26266952,1.035,262.6153846,46.61538462,1496.06,42.9,7.88,43.66403846,1017.587327,27.66976923,25.75686538,1.01245814,0.818860465,66.19135,5.389148,0.230898567,21.28770553,-157.8407364,3026.64877,1.141916992,0.687343942,3.741523592,1.508127856,0.096507218,0.10068202,0.088169298,0.056131536,0.065063707,0.03228987,0.047587818,0.069581043,0.039472198,0.108382599,0.100255958,Ebb,HH,Offshore-Back,0.549
11/29/18,November,Rainy,Rainy,November 2018,11:19:47 AM,11:20:48 AM,1543526387,1543526448,Bullington,S4-B,10,111,Site 09,Bottom,111-Nov-S9-B,1.314744567,10.62949903,0.565377986,0.255064112,12.40247663,0.927373454,3.651647995,106.32806,9.643112063,0.585769231,278.6666667,25.79166667,357.755102,52.1,8.03,53.38600806,1022.273145,34.16181452,26.40960484,3.7659875,1.3155725,67.34702083,5.417393333,2.814259232,21.28882251,-157.8352112,2441.259887,1.124149635,0.637634672,1.607256692,1.513430925,0.039595392,0.041419593,0.036845267,0.028913755,0.10132497,0.03493214,0.019273448,0.029640501,0.015516626,0.043659237,0.029794565,Ebb,HH,Offshore-Back,0.52875
11/29/18,November,Rainy,Rainy,November 2018,11:26:09 AM,11:27:00 AM,1543526769,1543526820,Bullington,S4-M,11,112,Site 09,Middle,112-Nov-S9-M,5.609853809,13.42908376,0.633932529,0.30742521,42.57072645,3.303170855,3.194804498,79.35054122,12.69093505,0.685185185,416.375,32.91666667,618.877551,48.3,7.97,51.11939423,1021.119865,32.59683654,26.32845192,1.076884615,1.048046154,63.032275,5.0758512,0.726140673,21.28882251,-157.8352112,2441.259887,1.140818974,0.712862896,2.042496803,1.500609405,0.051371502,0.054395725,0.047681294,0.040064644,0.088906651,0.018539376,0.028447667,0.038154485,0.030038161,0.059668619,0.045573319,Ebb,HH,Offshore-Back,0.514
11/29/18,November,Rainy,Rainy,November 2018,11:29:51 AM,11:30:45 AM,1543526991,1543527045,Bullington,S4-S,12,113,Site 09,Surface,113-Nov-S9-S,3.702149576,35.20029514,0.90164984,0.362187346,146.2595621,10.42413474,5.450246034,106.0782681,28.92933619,0.8868,359.9574468,45.40425532,1705.1,29.4,7.88,29.0271,1010.3362,17.83036364,25.30517273,1.334906977,0.864165116,72.65935714,5.954988952,0.27220771,21.28882251,-157.8352112,2441.259887,1.14402178,0.639822069,4.251812479,1.46884072,0.13185658,0.133863676,0.117011475,0.069249134,0.085075262,0.029990864,0.0685737,0.092074876,0.062026949,0.150334891,0.119192356,Ebb,HH,Offshore-Back,0.500541667
11/29/18,November,Rainy,Rainy,November 2018,11:48:27 AM,11:49:13 AM,1543528107,1543528153,Bullington,S5-B,13,114,Site 07,Bottom,114-Nov-S7-B,0.084415328,12.41409488,0.33646885,0.24933856,13.7497555,1.034779853,6.761270286,92.42298085,12.68379729,0.461612903,410.1290323,37.41935484,507.306122,50.8,7.9,53.64921277,1022.060277,34.04981915,26.81702128,4.186752941,1.829947059,92.12522222,7.353212444,1.583152122,21.28706725,-157.8314436,1980.492698,1.113757455,0.638958923,3.783564694,1.561347605,0.067288042,0.068394378,0.061408683,0.038685077,0.042210027,0.021483922,0.03527791,0.049459448,0.029855191,0.073609538,0.056400854,Ebb,HH,Offshore-Back,0.469625
11/29/18,November,Rainy,Rainy,November 2018,11:52:48 AM,11:53:41 AM,1543528368,1543528421,Bullington,S5-M,14,115,Site 07,Middle,115-Nov-S7-M,4.181593585,22.79563804,0.538389559,0.194022339,56.54111647,5.774232285,5.820559505,100.2497918,18.58672377,0.758928571,405.1428571,61.14285714,1797.55,46.2,7.9,47.38683333,1018.624139,29.53981481,26.95946296,1.07238,1.496904444,69.19414634,5.510460878,0.610977064,21.28706725,-157.8314436,1980.492698,1.178410139,0.689508237,4.544075119,1.538783382,0.096578129,0.101177235,0.085859101,0.054614719,0.047735505,0.019885864,0.049211398,0.068117239,0.042368144,0.107079428,0.073398755,Ebb,HH,Offshore-Back,0.455375
11/29/18,November,Rainy,Rainy,November 2018,11:56:50 AM,11:57:48 AM,1543528610,1543528668,Bullington,S5-S,15,116,Site 07,Surface,116-Nov-S7-S,1.037265988,33.73315144,0.22398424,0.143877584,119.40083,7.069537385,9.602204713,128.6427977,30.67094932,0.6928,465.037037,63.40740741,2792.96,34.1,7.87,31.89182203,1011.267585,19.40061017,26.15289831,1.343723913,1.014821739,63.51377778,5.1282176,0.253161556,21.28706725,-157.8314436,1980.492698,1.173269524,0.647245362,5.659187501,1.494166791,0.16157781,0.165992274,0.141478382,0.07555797,0.06412848,0.0390133,0.087314374,0.109828196,0.079656231,0.180812076,0.139099025,Ebb,HH,Offshore-Back,0.454083333
11/29/18,November,Rainy,Rainy,November 2018,12:19:49 PM,12:20:56 PM,1543529989,1543530056,Bullington,S6-B,16,117,Site 05,Bottom,117-Nov-S5-B,0.445847259,27.32233405,0.662496922,0.205704312,41.4722482,5.244432143,6.024888976,136.3030808,20.82084226,1.391538462,744.4444444,123.9259259,2719.58,50.2,7.89,52.50916176,1020.503294,32.454125,27.93257353,2.235016981,5.328337736,74.56869231,5.836760615,0.806571668,21.28296877,-157.8264322,1289.470327,1.144038199,0.722093091,4.52982733,1.583361149,0.136731615,0.143549277,0.125475947,0.094142642,0.06760575,0.03521569,0.107209442,0.101453585,0.111521849,0.167592234,0.135427451,Ebb,HH,Offshore-Back,0.421375
